paper_id,title,decision,reason,abstract_available
P6abbe27807b6,Extracellular production of the engineered thermostable protease pernisine from aeropyrum pernix K1 in Streptomyces rimosus,yes,Genetic engineering performed in heterologous host,True
P6acd0d3766c4,"Heterologous synthesis of geranyllinalool, a diterpenol plant product, in the cyanobacterium Synechocystis",yes,Genetically engineered Synechocystis to produce geranyllinalool,True
P6b4ecda100e2,Disruption of the gene encoding restriction endonuclease SuaI and development of a host–vector system for the thermoacidophilic archaeon Sulfolobus acidocaldarius,yes,Electroporation used to transform bacteria,True
P6b70d68e7889,Cas13d: a new molecular scissor for transcriptome engineering.,no,"Review of CRISPR-Cas13d applications, no wet-lab manipulation described",True
P6b9ebc5ef780,Expanding the Potential of CRISPR-Cpf1-Based Genome Editing Technology in the Cyanobacterium Anabaena PCC 7120,yes,Details genetic manipulation in cyanobacterium,True
P6bb7518c30d6,Surface display of a functional minicellulosome by intracellular complementation using a synthetic yeast consortium and its application to cellulose hydrolysis and ethanol production,no,No genetic manipulation of microbes performed,True
P6bd539d75c55,"Microbial 2,3-butanediol production: a state-of-the-art review",no,No genetic manipulation mentioned,True
P6c179a297b9a,Uncovering the link between the SpnIII restriction modification system and LuxS in Streptococcus pneumoniae meningitis isolates,no,No genetic manipulation performed,True
P6c506a8ac538,CRISPR interference can prevent natural transformation and virulence acquisition during in vivo bacterial infection.,yes,CRISPR programmed and tested in vivo,True
P6c521a6074e7,Engineering transcription factor-based biosensors for repressive regulation through transcriptional deactivation design in Saccharomyces cerevisiae,yes,Genetically engineered biosensors in yeast with repressive regulation,True
P6c81196a51c8,"Pseudovenmycin, a novel lasso peptide from Streptomyces pseudovenezuelae NA07851",maybe,no abstract text available,False
P6c8dcd04dbad,Pyrrolnitrin is more essential than phenazines for Pseudomonas chlororaphis G05 in its suppression of fusarium graminearum,yes,Knocked out and complemented prn operon in P. chlororaphis,True
P6c910c73c4d4,Biosynthesis of platform chemical 3-hydroxypropionic acid (3-HP) directly from CO2 in cyanobacterium Synechocystis sp,yes,Genetic manipulation performed in cyanobacterium,True
P6d4f4506193e,"Photosynthetic conversion of CO2 to farnesyl diphosphate-derived phytochemicals (amorpha-4,11-diene and squalene) by engineered cyanobacteria",yes,Engineered cyanobacteria with gene overexpression and pathway modification,True
P6df2bc60641b,Epigenetic induction of secondary metabolites production in endophytic fungi Penicillium chrysogenum and GC-MS analysis of crude metabolites with anti-HIV-1 activity,no,"Epigenetic modification, not genetic manipulation",True
P6df9acb90b6a,Interplay of intracellular and trans-cellular DNA methylation in natural archaeal consortia,no,No genetic manipulation performed,True
